calle_lev,edad,origen,destino,motivo_viaje,motivo_dejar_bici,robado_bici,robo_forma,sexo,educacion,ingreso_mensual
CECILIO ROBELO,69,Hogar,"Centro comercial, tienda, mercado",Hacer compras,Lesión o incapacidad,Sí,Estacionada,Hombre,Licenciatura,"6,001-10,000"
CONGRESO DE LA UNION,54,Hogar,"Centro comercial, tienda, mercado",Hacer compras,Clima,Sí,Estacionada,Hombre,Secundaria,"1,001-3,000"
AV DEL TRABAJO,34,Hogar,Trabajo,Ir al trabajo,Lesión o incapacidad,Sí,En movimiento,Hombre,Secundaria,"3,001-6,000"
ANILLO PERIFERICO,33,Trabajo,Hogar,Regreso a casa,Lesión o incapacidad,No,,Hombre,Secundaria,"1,001-3,000"
CONGRESO DE LA UNION,40,Trabajo,Otra vivienda,Trámite,Fala mecánica de bici,No,,Hombre,Secundaria,"6,001-10,000"
CALZADA DE LA VIGA,63,Trabajo,Hogar,Regreso a casa,Ningún motivo,No,,Hombre,Preparatoria o Bachillerato,"3,001-6,000"
PLAYA VILLA DEL MAR,22,Hogar,Trabajo,Ir al trabajo,Recorrido muy largo,Sí,En movimiento,Hombre,Preparatoria o Bachillerato,"3,001-6,000"
EMILIANO ZAPATA,33,Otro,Trabajo,Ir al trabajo,Clima,No,,Hombre,Primaria,"3,001-6,000"
CARDIOLOGOS,48,Trabajo,"Centro comercial, tienda, mercado",Hacer compras,Inseguridad,No,,Hombre,Preparatoria o Bachillerato,"3,001-6,000"
AV TELECOMUNICACIONES,28,Hogar,Trabajo,Ir al trabajo,Lesión o incapacidad,No,,Hombre,Secundaria,"6,001-10,000"
AV. MICHOACAN,59,Trabajo,Hogar,Regreso a casa,Ningún motivo,Sí,En movimiento,Hombre,Secundaria,"3,001-6,000"
ANILLO PERIFERICO,40,Trabajo,Hogar,Regreso a casa,Lesión o incapacidad,No,,Hombre,Secundaria,"6,001-10,000"
AV GUELATAO,35,Hogar,Trabajo,Ir al trabajo,Lesión o incapacidad,Sí,En movimiento,Hombre,Secundaria,"3,001-6,000"
NAUTLA,48,Hogar,Otra vivienda,Llevar o recoger a alguien,Lesión o incapacidad,No,,Hombre,Secundaria,"6,001-10,000"
BENITO JUAREZ,37,Hogar,Trabajo,Ir al trabajo,Lesión o incapacidad,Sí,Estacionada,Hombre,Preparatoria o Bachillerato,"6,001-10,000"
EL VERGEL,61,Hogar,Otro,Trámite,Fala mecánica de bici,No,,Hombre,Primaria,"1,001-3,000"
EL VERGEL,65,Hogar,Otra vivienda,Ir de visita,Lesión o incapacidad,No,,Hombre,Primaria,"1,001-3,000"
NI?OS HEROES,29,Hogar,Escuela,Ir a estudiar,Lesión o incapacidad,Sí,En movimiento,Mujer,Preparatoria o Bachillerato,"3,001-6,000"
NI?OS HEROES,25,Hogar,"Centro comercial, tienda, mercado",Hacer compras,Recorrido muy largo,No,,Mujer,Preparatoria o Bachillerato,"3,001-6,000"
ANILLO PERIFERICO,20,Hogar,Otra vivienda,Ir de visita,Lesión o incapacidad,Sí,Estacionada,Hombre,Preparatoria o Bachillerato,"1,001-3,000"
ANILLO PERIFERICO,52,Trabajo,Hogar,Regreso a casa,Fala mecánica de bici,Sí,Estacionada,Hombre,Licenciatura,"6,001-10,000"
ANILLO PERIFERICO,27,Otro,Hogar,Regreso a casa,Lesión o incapacidad,Sí,Estacionada,Hombre,Preparatoria o Bachillerato,"3,001-6,000"
CANAL DEL RECODO,54,Hogar,"Centro comercial, tienda, mercado",Hacer compras,Fala mecánica de bici,No,,Mujer,Primaria,"1,001-3,000"
CANAL DE RECODO,28,Hogar,"Centro comercial, tienda, mercado",Hacer compras,Fala mecánica de bici,No,,Hombre,Secundaria,No contestó
ARENAL,46,Trabajo,Otro,Relacionado con el trabajo,Lesión o incapacidad,No,,Hombre,Carrera Técnica,"3,001-6,000"
JOSEFA ORTIZ DE DOMINGUEZ,49,Hogar,"Centro comercial, tienda, mercado",Hacer compras,Fala mecánica de bici,Sí,Estacionada,Mujer,Preparatoria o Bachillerato,No contestó
MOCTEZUMA,22,Escuela,Hogar,Regreso a casa,Lesión o incapacidad,No,,Hombre,Normal,"3,001-6,000"
MELCHOR OCAMPO,17,Hogar,"Centro comercial, tienda, mercado",Hacer compras,Fala mecánica de bici,No,,Hombre,Secundaria,No contestó
AV CAMINO NATIVITAS,25,Hogar,Trabajo,Ir al trabajo,Cambio de trabajo,Sí,En movimiento,Hombre,Preparatoria o Bachillerato,"6,001-10,000"
AV 16 DE SEPTIEMBRE,24,Hogar,Trabajo,Ir al trabajo,No sé,No,,Hombre,Preparatoria o Bachillerato,"1,001-3,000"
CARRETERA A SAN PABLO,16,Escuela,Otro,Recreación,Clima,No,,Hombre,Preparatoria o Bachillerato,"3,001-6,000"
LIC. MARTINEZ DE CASTRO,51,Hogar,"Centro comercial, tienda, mercado",Hacer compras,No haya bici disponible,Sí,Estacionada,Hombre,Preparatoria o Bachillerato,"1,001-3,000"
CARRETERA A TOPILEJO,46,Hogar,Otro,Recreación,Ningún motivo,Sí,Estacionada,Hombre,Secundaria,"3,001-6,000"
16 DE SEPTIEMBRE,16,Hogar,"Centro comercial, tienda, mercado",Hacer compras,Lesión o incapacidad,Sí,Estacionada,Hombre,Secundaria,No contestó
BENITO JUAREZ,15,Escuela,Hogar,Regreso a casa,Clima,Sí,En movimiento,Hombre,Secundaria,">1,000"
AV 506,43,Trabajo,Hogar,Regreso a casa,Fala mecánica de bici,Sí,En movimiento,Hombre,Licenciatura,"10,001-15000"
AV 606,40,Otro,Hogar,Regreso a casa,Lesión o incapacidad,Sí,Estacionada,Hombre,Licenciatura,"10,001-15000"
AV TALISMAN,31,Otra vivienda,Hogar,Regreso a casa,Lesión o incapacidad,No,,Hombre,Licenciatura,No contestó
AV SUR 12,18,Escuela,Hogar,Regreso a casa,Lesión o incapacidad,No,,Hombre,Preparatoria o Bachillerato,No contestó
AV SUR 12,33,Trabajo,Hogar,Regreso a casa,Lesión o incapacidad,No,,Mujer,Secundaria,No contestó
SUR 16,34,Hogar,Otro,Hacer compras,Llevar prisa,No,,Mujer,Preparatoria o Bachillerato,"3,001-6,000"
FRANCISCO DE ORIZABA,54,Hogar,Otra vivienda,Ir de visita,Recorrido muy largo,Sí,Estacionada,Hombre,Primaria,"1,001-3,000"
AV 606,19,Hogar,Otro,Recreación,Fala mecánica de bici,No,,Hombre,Preparatoria o Bachillerato,No contestó
AV 606,49,"Centro comercial, tienda, mercado",Hogar,Regreso a casa,Recorrido muy largo,No,,Mujer,Secundaria,No contestó
AV. CENTRAL,29,Hogar,Trabajo,Relacionado con el trabajo,Falta de infraestructura,No,,Hombre,Secundaria,"6,001-10,000"
AV. JARDIN,40,Trabajo,Otro,Relacionado con el trabajo,Ningún motivo,Sí,Estacionada,Hombre,Primaria,"1,001-3,000"
CALZADA CAMARONES,25,Hogar,Trabajo,Ir al trabajo,Ningún motivo,Sí,Estacionada,Hombre,Preparatoria o Bachillerato,"3,001-6,000"
CALZADA CAMARONES,30,Otro,Hogar,Regreso a casa,Clima,Sí,Estacionada,Hombre,Carrera Técnica,"3,001-6,000"
AV. CUITLAHUAC,22,Otro,Escuela,Ir a estudiar,Inseguridad,No,,Hombre,Licenciatura,"3,001-6,000"
AV. CUITLAHUAC,28,Hogar,Trabajo,Ir al trabajo,Fala mecánica de bici,No,,Mujer,Licenciatura,"<15,001"
AV. CUITLAHUAC,22,Hogar,"Centro comercial, tienda, mercado",Relacionado con el trabajo,Inseguridad,No,,Hombre,No sabe,">1,000"
JERUSALEN,22,Escuela,Hogar,Regreso a casa,Lesión o incapacidad,No,,Mujer,Preparatoria o Bachillerato,">1,000"
RIO DE GUADALUPE,22,Trabajo,Hogar,Regreso a casa,No sé,No,,Hombre,Ninguno,"1,001-3,000"
AV JALALPA,26,Trabajo,Hogar,Regreso a casa,Ningún motivo,No,,Hombre,Preparatoria o Bachillerato,"3,001-6,000"
AV. DE LAS CULTURAS,23,Hogar,Trabajo,Ir al trabajo,Fala mecánica de bici,No,,Hombre,Licenciatura,"6,001-10,000"
CALZADA ERMITA IZTAPALAPA,44,Escuela,Hogar,Regreso a casa,Lesión o incapacidad,Sí,Estacionada,Hombre,Licenciatura,"<15,001"
CALZADA ERMITA IZTAPALAPA,32,Hogar,Escuela,Ir a estudiar,Lesión o incapacidad,Sí,Estacionada,Hombre,Licenciatura,"<15,001"
PONIENTE 128,40,Trabajo,Hogar,Ir a comer,Lesión o incapacidad,Sí,Estacionada,Hombre,Preparatoria o Bachillerato,"1,001-3,000"
PONIENTE 128,48,Trabajo,Hogar,Regreso a casa,Lesión o incapacidad,Sí,Estacionada,Hombre,Preparatoria o Bachillerato,"1,001-3,000"
PONIENTE 128,35,Hogar,Otra vivienda,Ir de visita,Clima,No,,Mujer,Secundaria,"1,001-3,000"
ISABEL LA CATOLICA,28,Hogar,Trabajo,Ir al trabajo,Ningún motivo,No,,Hombre,Preparatoria o Bachillerato,"1,001-3,000"
AV UNIVERSIDAD,22,Hogar,Trabajo,Ir al trabajo,Lesión o incapacidad,Sí,Estacionada,Mujer,Preparatoria o Bachillerato,"6,001-10,000"
CAMINO A NEXTENGO,53,"Centro comercial, tienda, mercado",Hogar,Regreso a casa,Ningún motivo,Sí,Estacionada,Hombre,Secundaria,"1,001-3,000"
REAL DE SAN MARTIN,18,Escuela,Hogar,Regreso a casa,Clima,Sí,Estacionada,Mujer,Licenciatura,"6,001-10,000"
EL ROSARIO,62,Trabajo,Hogar,Regreso a casa,Llevar prisa,No,,Hombre,Secundaria,"3,001-6,000"
CAMINO A NEXTENGO,17,Hogar,"Centro comercial, tienda, mercado",Hacer compras,Inseguridad,No,,Hombre,Secundaria,No contestó
SAN FRNACISCO,60,Hogar,Otro,Hacer compras,Recorrido muy largo,No,,Hombre,Licenciatura,"6,001-10,000"
CAMINO VIEJO A MIXCOAC,27,Otra vivienda,Escuela,Ir a estudiar,Ningún motivo,No,,Hombre,Licenciatura,"<15,001"
SAN JERONIMO,22,Hogar,Otro,Trámite,Llevar prisa,Sí,Estacionada,Hombre,Preparatoria o Bachillerato,"1,001-3,000"
JUVENTINO ROSAS,30,Hogar,Trabajo,Ir al trabajo,Lesión o incapacidad,No,,Mujer,Preparatoria o Bachillerato,No contestó
INDEPENDENCIA,38,Otro,Trabajo,Relacionado con el trabajo,Fala mecánica de bici,Sí,Estacionada,Hombre,Preparatoria o Bachillerato,"6,001-10,000"
INDEPENDENCIA,70,Trabajo,Otro,Relacionado con el trabajo,Lesión o incapacidad,No,,Hombre,Secundaria,"1,001-3,000"
AV DR JESÚS MARÍA VERTIZ,53,Trabajo,"Restaurante, bar, cafetería",Relacionado con el trabajo,Fala mecánica de bici,No,,Hombre,Secundaria,No contestó
CALZADA SAN JUAN DE ARAGON,48,Hogar,Trabajo,Ir al trabajo,Lesión o incapacidad,No,,Mujer,Licenciatura,"6,001-10,000"
CALZADA SAN JUAN DE ARAGON,80,Hogar,Otro,Recreación,Recorrido muy largo,No,,Hombre,Primaria,"1,001-3,000"
EDUARDO MOLINA,35,Hogar,Otro,Trámite,Ningún motivo,No,,Hombre,Preparatoria o Bachillerato,"3,001-6,000"
JOSE LORETO FABELA,19,Hogar,Trabajo,Ir al trabajo,Fala mecánica de bici,No,,Hombre,Preparatoria o Bachillerato,"1,001-3,000"
JOSE LORETO FABELA,57,"Centro comercial, tienda, mercado",Trabajo,Ir al trabajo,Lesión o incapacidad,No,,Hombre,Preparatoria o Bachillerato,No contestó
EDUARDO MOLINA,50,Hogar,Trabajo,Ir al trabajo,Ningún motivo,Sí,Estacionada,Hombre,Preparatoria o Bachillerato,"<15,001"
SANTIAGO ATEPETLAC,49,Otra vivienda,Hogar,Regreso a casa,Fala mecánica de bici,No,,Mujer,Preparatoria o Bachillerato,"3,001-6,000"
JAIME NUNO,53,Otro,Hogar,Regreso a casa,Lesión o incapacidad,No,,Hombre,Secundaria,"6,001-10,000"
LEON DE LOS ALDAMA,38,Hogar,Escuela,Ir a estudiar,Lesión o incapacidad,Sí,Estacionada,Hombre,Preparatoria o Bachillerato,"1,001-3,000"
EDUARDO MOLINA,30,Hogar,Otro,Trámite,Clima,No,,Hombre,Preparatoria o Bachillerato,"1,001-3,000"
EDUARDO MOLINA,58,Hogar,Trabajo,Ir al trabajo,Clima,No,,Hombre,Preparatoria o Bachillerato,"1,001-3,000"
LAZARO CARDENAS,24,Hogar,Trabajo,Ir al trabajo,Fala mecánica de bici,Sí,Estacionada,Mujer,Secundaria,"1,001-3,000"
LAZARO CARDENAS,57,"Centro comercial, tienda, mercado",Hogar,Regreso a casa,Fala mecánica de bici,Sí,En movimiento,Hombre,Preparatoria o Bachillerato,"1,001-3,000"
ACUEDUCTO DE GUADALUPE,38,Hogar,Otro,Recreación,Lesión o incapacidad,No,,Hombre,Licenciatura,"6,001-10,000"
FERNANDO AMILPA,86,Escuela,Hogar,Ir a estudiar,Lesión o incapacidad,Sí,En movimiento,Hombre,Primaria,"1,001-3,000"
FERNANDO AMILPA,50,Hogar,Trabajo,Relacionado con el trabajo,Lesión o incapacidad,Sí,Estacionada,Mujer,Preparatoria o Bachillerato,"1,001-3,000"
DR. IGNACIO MORONES PRIETO,36,Hogar,Trabajo,Ir al trabajo,Inseguridad,No,,Hombre,Preparatoria o Bachillerato,"3,001-6,000"
REFORMA,33,Hogar,Trabajo,Ir al trabajo,Clima,No,,Hombre,Maestría,"<15,001"
MIGUEL LERDO DE TEJADA,30,Otro,Hogar,Regreso a casa,Falta de infraestructura,No,,Hombre,Licenciatura,"3,001-6,000"
BAJA CALIFORNIA,35,Hogar,Otro,Hacer compras,Inseguridad,No,,Mujer,Preparatoria o Bachillerato,"3,001-6,000"
MIGUEL LERDO DE TEJADA,48,Hogar,Otra vivienda,Ir de visita,Ningún motivo,No,,Hombre,Preparatoria o Bachillerato,"6,001-10,000"
REFORMA,35,Trabajo,Hogar,Ir de visita,Clima,Sí,Estacionada,Hombre,Secundaria,"6,001-10,000"
REFORMA,31,Trabajo,Hogar,Ir al trabajo,Ningún motivo,No,,Hombre,Licenciatura,"<15,001"
REFORMA,22,Escuela,Hogar,Regreso a casa,Fala mecánica de bici,No,,Hombre,Licenciatura,No contestó
REFORMA,23,Trabajo,Trabajo,Relacionado con el trabajo,Ningún motivo,No,,Hombre,Secundaria,"3,001-6,000"
REFORMA,44,Hogar,Trabajo,Ir al trabajo,Ningún motivo,No,,Hombre,Preparatoria o Bachillerato,"10,001-15000"
LA TURBA,15,Hogar,Otro,Recreación,Lesión o incapacidad,No,,Hombre,Preparatoria o Bachillerato,No contestó
LA TURBA,25,Otro,Hogar,Regreso a casa,Llevar prisa,No,,Mujer,Secundaria,"10,001-15000"
FRANCISCO JIMENEZ,64,Otro,Hogar,Regreso a casa,Fala mecánica de bici,No,,Hombre,Primaria,"1,001-3,000"
FRANCISCO JIMENEZ,57,Hogar,Trabajo,Ir al trabajo,Cambio de trabajo,Sí,Estacionada,Hombre,Primaria,">1,000"
MAR DE LLUVIAS,29,Trabajo,Hogar,Regreso a casa,Recorrido muy largo,No,,Hombre,Carrera Técnica,"6,001-10,000"
MAR DE LLUVIAS,35,Trabajo,Hogar,Regreso a casa,Lesión o incapacidad,No,,Hombre,Preparatoria o Bachillerato,"6,001-10,000"
AV CUITLAHUAC,38,Trabajo,Hogar,Regreso a casa,Fala mecánica de bici,No,,Hombre,Preparatoria o Bachillerato,"6,001-10,000"
DR. JUAN PALOMO MARTINEZ,26,Hogar,Trabajo,Ir al trabajo,Clima,No,,Hombre,Licenciatura,No contestó
CAMINO REAL,56,Trabajo,Hogar,Regreso a casa,Ningún motivo,No,,Hombre,Secundaria,No contestó
JOSE LOPEZ PORTILLO,20,Escuela,Hogar,Regreso a casa,Ningún motivo,No,,Hombre,Licenciatura,"1,001-3,000"
DZITAS,15,Hogar,"Centro comercial, tienda, mercado",Hacer compras,Fala mecánica de bici,No,,Hombre,Secundaria,No contestó
DZITAS,65,Hogar,"Centro comercial, tienda, mercado",Recreación,Lesión o incapacidad,No,,Hombre,Primaria,"3,001-6,000"
AV. FUENTES BROTANTES,31,Hogar,Otra vivienda,Ir de visita,Lesión o incapacidad,No,,Mujer,Licenciatura,"6,001-10,000"
AV. RANATO LEDUE,55,Hogar,"Centro comercial, tienda, mercado",Hacer compras,Fala mecánica de bici,Sí,Estacionada,Hombre,Primaria,No contestó
ARENAL,18,Escuela,Hogar,Regreso a casa,Fala mecánica de bici,Sí,Estacionada,Hombre,Preparatoria o Bachillerato,No contestó
ARENAL,34,Hogar,Otro,Trámite,Ningún motivo,No,,Hombre,Licenciatura,"<15,001"
16 DE SEPTIEMBRE,28,"Centro comercial, tienda, mercado",Hogar,Regreso a casa,Lesión o incapacidad,Sí,Estacionada,Hombre,Preparatoria o Bachillerato,"3,001-6,000"
CARRETERA MEX- CUERNAVACA,23,Hogar,"Centro comercial, tienda, mercado",Hacer compras,Ningún motivo,No,,Hombre,Preparatoria o Bachillerato,"6,001-10,000"
CARRETERA MEX- CUERNAVACA,38,Trabajo,"Restaurante, bar, cafetería",Ir a comer,Fala mecánica de bici,No,,Hombre,Secundaria,"1,001-3,000"
ANTIGUO CAMINO A TOPILEJO,16,Hogar,"Centro comercial, tienda, mercado",Hacer compras,Fala mecánica de bici,Sí,En movimiento,Hombre,Secundaria,No contestó
MANZANO,40,Hogar,Otra vivienda,Ir de visita,Ningún motivo,No,,Hombre,Preparatoria o Bachillerato,"3,001-6,000"
MANZANO,33,Hogar,Otra vivienda,Ir de visita,Lesión o incapacidad,Sí,Estacionada,Hombre,Preparatoria o Bachillerato,"6,001-10,000"
AJUSCO PICACHO,22,Hogar,Escuela,Ir de visita,Fala mecánica de bici,No,,Hombre,Carrera Técnica,"6,001-10,000"
AV DEL TALLER,50,Hogar,Trabajo,Ir al trabajo,Recorrido muy largo,Sí,Estacionada,Hombre,Secundaria,"1,001-3,000"
HERNESTO P URUCHURTU,28,Trabajo,Escuela,Ir a estudiar,Fala mecánica de bici,Sí,En movimiento,Hombre,Secundaria,"3,001-6,000"
ERNESTO P URUCHURTU,14,Hogar,Escuela,Ir a estudiar,Lesión o incapacidad,Sí,Estacionada,Mujer,Preparatoria o Bachillerato,"6,001-10,000"
GALINDO Y VILLA IZTACCIHUATL,42,Trabajo,Hogar,Regreso a casa,Fala mecánica de bici,Sí,Estacionada,Hombre,Preparatoria o Bachillerato,"3,001-6,000"
CONGRESO DE LA UNION,28,Trabajo,Otra vivienda,Relacionado con el trabajo,Cambio de trabajo,No,,Hombre,Secundaria,"6,001-10,000"
ANILLO PERIFERICO,39,Trabajo,Escuela,Regreso a casa,Inseguridad,No,,Hombre,Licenciatura,"6,001-10,000"
CARRILLO PUERTO MARINA NACIONAL,33,Trabajo,"Centro comercial, tienda, mercado",Trámite,Lesión o incapacidad,No,,Hombre,Licenciatura,No contestó
CALZADA LEGARIA,19,Trabajo,"Centro comercial, tienda, mercado",Relacionado con el trabajo,Clima,No,,Hombre,Preparatoria o Bachillerato,"3,001-6,000"
CARRILO PUERTO,31,Escuela,Hogar,Regreso a casa,Fala mecánica de bici,No,,Hombre,Preparatoria o Bachillerato,No contestó
FABIAN FLORES,22,Hogar,Otra vivienda,Ir de visita,Recorrido muy largo,Sí,Estacionada,Hombre,Secundaria,No contestó
VA MIGUEL HIDALGO,17,"Centro comercial, tienda, mercado",Hogar,Regreso a casa,Lesión o incapacidad,No,,Mujer,Preparatoria o Bachillerato,"1,001-3,000"
REFORMA,27,Trabajo,Otro,Recreación,Cambio de trabajo,No,,Hombre,Licenciatura,"6,001-10,000"
AV. VILLA FRANQUEZA,46,"Centro comercial, tienda, mercado",Hogar,Regreso a casa,Fala mecánica de bici,Sí,Estacionada,Mujer,Secundaria,"1,001-3,000"
AV. VILLA FRANQUEZA,54,Hogar,Otra vivienda,Ir de visita,No haya bici disponible,Sí,En movimiento,Hombre,Secundaria,"1,001-3,000"
AV. VILLA FRANQUEZA,57,Hogar,Trabajo,Ir al trabajo,Lesión o incapacidad,Sí,Estacionada,Hombre,Secundaria,"1,001-3,000"
AV. VILLA FRANQUEZA,50,Trabajo,Hogar,Regreso a casa,Recorrido muy largo,No,,Hombre,Secundaria,">1,000"
AV DEL ARBOL,22,Hogar,"Centro comercial, tienda, mercado",Hacer compras,Recorrido muy largo,No,,Mujer,Secundaria,No contestó
AVENIDA PALMAS,43,Hogar,Trabajo,Ir al trabajo,Lesión o incapacidad,No,,Hombre,Secundaria,"1,001-3,000"
RICARDO MONGUES LOPEZ,47,Hogar,Trabajo,Ir al trabajo,Lesión o incapacidad,Sí,Estacionada,Mujer,Secundaria,"3,001-6,000"
ANILLO PERIFERICO,42,Hogar,Otro,Hacer compras,Llevar prisa,No,,Hombre,Preparatoria o Bachillerato,"<15,001"
JOSEFA ORTIZ DE DOMINGUEZ,30,"Restaurante, bar, cafetería",Trabajo,Ir al trabajo,Ningún motivo,No,,Hombre,Secundaria,"3,001-6,000"
AV. NUEVO LEON,19,Hogar,Escuela,Ir a estudiar,Recorrido muy largo,No,,Hombre,Licenciatura,No contestó
SAN PEDRO ACTOPAN,34,Hogar,Trabajo,Ir al trabajo,Llevar prisa,Sí,En movimiento,Hombre,Preparatoria o Bachillerato,"1,001-3,000"
SAN PEDRO ACTOPAN,31,Hogar,Trabajo,Ir al trabajo,Lesión o incapacidad,Sí,Estacionada,Hombre,Secundaria,"3,001-6,000"
MELCHOR OCAMPO,25,Hogar,"Centro comercial, tienda, mercado",Hacer compras,Inseguridad,Sí,Estacionada,Hombre,Secundaria,"3,001-6,000"
16 DE SEPTIEMBRE,20,Escuela,Hogar,Regreso a casa,Clima,No,,Mujer,Carrera Técnica,"3,001-6,000"
AV CAMINO NATIVITAS,14,Hogar,Otra vivienda,Regreso a casa,Ningún motivo,No,,Mujer,Secundaria,No contestó
AV CAMINO NATIVITAS,32,Hogar,"Centro comercial, tienda, mercado",Hacer compras,Clima,No,,Mujer,Preparatoria o Bachillerato,"1,001-3,000"
AV 16 DE SEPTIEMBRE,17,Hogar,Escuela,Ir a comer,Inseguridad,No,,Hombre,Preparatoria o Bachillerato,"1,001-3,000"
CARRETERA A SAN PABLO,46,Hogar,Trabajo,Ir al trabajo,Clima,Sí,Estacionada,Hombre,Secundaria,"6,001-10,000"
16 DE SEPTIEMBRE,37,"Restaurante, bar, cafetería",Trabajo,Ir al trabajo,Lesión o incapacidad,No,,Hombre,Secundaria,"3,001-6,000"
MIGUEL DE CERVANTES ABEDRA,40,Trabajo,Trabajo,Relacionado con el trabajo,Fala mecánica de bici,Sí,En movimiento,Hombre,Secundaria,"1,001-3,000"
AV EJERCITO NACIONAÐ,23,Trabajo,Trabajo,Relacionado con el trabajo,Lesión o incapacidad,Sí,En movimiento,Hombre,Preparatoria o Bachillerato,"6,001-10,000"
AV EJERCITO NACIONAL,27,Trabajo,Hogar,Regreso a casa,Ningún motivo,No,,Mujer,Licenciatura,"6,001-10,000"
AV. FRANCISCO TLALTENCO,27,Hogar,Trabajo,Ir al trabajo,Lesión o incapacidad,Sí,En movimiento,Hombre,Primaria,"1,001-3,000"
AV. FRANCISCO TLALTENCO,23,Trabajo,"Centro comercial, tienda, mercado",Hacer compras,Clima,Sí,Estacionada,Hombre,Primaria,"3,001-6,000"
AV. FRANCISCO TLALTENCO,43,Trabajo,"Centro comercial, tienda, mercado",Hacer compras,Lesión o incapacidad,No,,Hombre,Secundaria,"1,001-3,000"
AV. FRANCISCO TLALTENCO,47,Hogar,Otra vivienda,Ir de visita,Lesión o incapacidad,No,,Mujer,Secundaria,"1,001-3,000"
AV DR ALFONSO CASO ANDRADE,50,Trabajo,Hogar,Regreso a casa,Lesión o incapacidad,No,,Mujer,Carrera Técnica,"3,001-6,000"
FEBO,55,"Centro comercial, tienda, mercado","Centro comercial, tienda, mercado",Hacer compras,Lesión o incapacidad,No,,Mujer,Preparatoria o Bachillerato,"6,001-10,000"
FEBO,30,"Centro comercial, tienda, mercado","Centro comercial, tienda, mercado",Relacionado con el trabajo,Lesión o incapacidad,No,,Hombre,Preparatoria o Bachillerato,"6,001-10,000"
FEBO,29,Trabajo,Otra vivienda,Relacionado con el trabajo,Ningún motivo,Sí,Estacionada,Hombre,Secundaria,"3,001-6,000"
SANTA ANA,31,"Centro comercial, tienda, mercado",Otro,Relacionado con el trabajo,Cambio de trabajo,Sí,Estacionada,Hombre,Preparatoria o Bachillerato,"10,001-15000"
CALZADA TAXQUEÑA,27,Hogar,Trabajo,Ir al trabajo,Clima,No,,Hombre,Primaria,"3,001-6,000"
MANUEL SAENZ,27,Trabajo,Hogar,Regreso a casa,Lesión o incapacidad,No,,Hombre,Secundaria,No contestó
CALZADA TAXQUEÑA,22,Trabajo,Hogar,Regreso a casa,Ningún motivo,Sí,Estacionada,Hombre,Preparatoria o Bachillerato,"3,001-6,000"
BUCARELI,17,Trabajo,Trabajo,Ir al trabajo,Lesión o incapacidad,No,,Mujer,Preparatoria o Bachillerato,"3,001-6,000"
20 DE NOVIEMBRE,35,Trabajo,Hogar,Regreso a casa,Lesión o incapacidad,Sí,Estacionada,Hombre,Secundaria,"3,001-6,000"
MOSQUETA,56,Hogar,"Centro comercial, tienda, mercado",Hacer compras,Fala mecánica de bici,No,,Hombre,Secundaria,"1,001-3,000"
AV. PEDRO ENRIQUE UREÑA,42,Trabajo,Hogar,Regreso a casa,Llevar prisa,No,,Hombre,Secundaria,"3,001-6,000"
ANTONIO DELFEN MADRIGAL,57,Hogar,Trabajo,Ir al trabajo,Ningún motivo,No,,Hombre,Primaria,"3,001-6,000"
AV. PEDRO ENRIQUE UREÑA,45,Hogar,Trabajo,Ir al trabajo,Lesión o incapacidad,No,,Hombre,Secundaria,"3,001-6,000"
AV. DEL IMAN,33,Hogar,Trabajo,Ir al trabajo,Ningún motivo,No,,Hombre,Primaria,"6,001-10,000"
AV. PEDRO ENRIQUE UREÑA,24,Trabajo,Hogar,Regreso a casa,Lesión o incapacidad,Sí,Estacionada,Hombre,Secundaria,"3,001-6,000"
AV. DEL IMAN,25,Hogar,Escuela,Ir a estudiar,Lesión o incapacidad,No,,Mujer,Licenciatura,"6,001-10,000"
DIVISION DEL NORTE,58,Hogar,Trabajo,Ir al trabajo,Lesión o incapacidad,No,,Hombre,Secundaria,"1,001-3,000"
SAN GUILLERMO,52,Trabajo,Hogar,Regreso a casa,Inseguridad,No,,Hombre,Secundaria,No contestó
SAN GUILLERMO,21,Hogar,Escuela,Ir a estudiar,Recorrido muy largo,No,,Mujer,Licenciatura,"1,001-3,000"
AV. INSURGENTES SUR,28,Escuela,Hogar,Regreso a casa,Lesión o incapacidad,No,,Hombre,Licenciatura,"6,001-10,000"
AV. INSURGENTES SUR,25,Trabajo,Hogar,Regreso a casa,Lesión o incapacidad,No,,Hombre,Secundaria,No contestó
JOSE SOTERO CASTAÑEDA,19,Escuela,Hogar,Regreso a casa,Lesión o incapacidad,Sí,Estacionada,Hombre,Licenciatura,"10,001-15000"
MOSQUETA,25,Hogar,Trabajo,Ir al trabajo,Lesión o incapacidad,Sí,Estacionada,Hombre,Secundaria,"3,001-6,000"
LERDO,46,Otro,Trabajo,Relacionado con el trabajo,Inseguridad,No,,Hombre,Secundaria,"3,001-6,000"
CALCADA DE LAS BOMBAS,45,Hogar,Trabajo,Ir al trabajo,Cambio de trabajo,No,,Hombre,Primaria,"3,001-6,000"
MANUEL SAENZ,40,Trabajo,Hogar,Regreso a casa,Lesión o incapacidad,No,,Hombre,Primaria,No contestó
MANUEL SAENZ,21,Hogar,"Centro comercial, tienda, mercado",Ir a comer,Lesión o incapacidad,No,,Mujer,Secundaria,No contestó
AV RICARDO FLORES MAGON,41,Hogar,Trabajo,Ir al trabajo,Lesión o incapacidad,No,,Hombre,Normal,"3,001-6,000"
