calle_lev,edad,origen,destino,motivo_viaje,motivo_dejar_bici,robado_bici,robo_forma,sexo,educacion,ingreso_mensual
EMILIANO ZAPATA,75,1,2,1,Lesión o incapacidad,No,,Hombre,3,3
DR. IGNACIO MORONES PRIETO,48,1,2,1,Lesión o incapacidad,Sí,Estacionada,Hombre,4,2
DR. IGNACIO MORONES PRIETO,53,4,1,4,No haya bici disponible,Sí,En movimiento,Hombre,5,2
BAJA CALIFORNIA,17,1,3,3,Inseguridad,No,,Hombre,4,9
DR. IGNACIO MORONES PRIETO,23,1,2,1,Clima,No,,Hombre,5,9
DR. IGNACIO MORONES PRIETO,58,2,6,7,Clima,No,,Hombre,5,9
DR. IGNACIO MORONES PRIETO,30,1,4,4,Inseguridad,No,,Mujer,7,9
LAZARO CARDENAS,48,1,4,4,Lesión o incapacidad,Sí,Estacionada,Hombre,8,3
LAZARO CARDENAS,23,5,5,10,Fala mecánica de bici,Sí,Estacionada,Mujer,8,2
DR. IGNACIO MORONES PRIETO,19,2,7,8,Inseguridad,No,,Hombre,5,4
FERROCARRIL HIDALGO HIDALGO,62,2,1,2,Ningún motivo,Sí,Estacionada,Hombre,4,9
FERROCARRIL HIDALGO HIDALGO,19,1,3,3,Llevar prisa,Sí,Estacionada,Hombre,5,1
JOSE LORETO FABELA,60,1,4,4,Ningún motivo,Sí,Estacionada,Hombre,8,2
JOSE LORETO FABELA,32,1,2,8,Inseguridad,Sí,Estacionada,Hombre,5,2
JOSE LORETO FABELA,16,1,7,6,Lesión o incapacidad,No,,Mujer,5,9
AV TALISMAN,38,4,1,2,Lesión o incapacidad,No,,Mujer,5,3
AV. FRANCISCO TLALTENCO,68,1,4,4,Fala mecánica de bici,Sí,Estacionada,Hombre,4,1
AV. FRANCISCO TLALTENCO,23,1,4,4,Lesión o incapacidad,Sí,Estacionada,Hombre,3,1
AV. FRANCISCO TLALTENCO,52,1,4,4,Cambio de trabajo,Sí,Estacionada,Hombre,4,3
AV DEL ROSAL,51,5,1,2,Lesión o incapacidad,No,,Hombre,7,3
AV. VILLA FRANQUEZA,68,1,4,7,Lesión o incapacidad,No,,Hombre,7,1
AV. VILLA FRANQUEZA,45,5,1,2,Ningún motivo,No,,Hombre,4,1
CALLE PALMAS,39,1,5,5,Ningún motivo,No,,Hombre,5,3
LUIS CABRERA,21,1,7,6,Ningún motivo,No,,Hombre,4,5
CAMINO DE SANTA TERESA,35,1,7,4,Fala mecánica de bici,No,,Hombre,4,4
CAMINO DE SANTA TERESA,37,2,1,2,Lesión o incapacidad,No,,Hombre,5,2
BOULEVARD ADOLFO LOPEZ MATEOS,15,3,1,2,Ningún motivo,No,,Hombre,4,2
BOULEVARD ADOLFO LOPEZ MATEOS,32,2,1,2,Lesión o incapacidad,No,,Hombre,5,4
BOULEVARD ADOLFO LOPEZ MATEOS,44,2,1,2,Lesión o incapacidad,No,,Hombre,3,2
CARRILLO PUERTO,29,2,3,3,Lesión o incapacidad,No,,Hombre,8,5
AV. VIRREYES,48,2,1,2,Ningún motivo,Sí,En movimiento,Hombre,5,2
SIERRA TARAUMARA,46,2,2,1,Lesión o incapacidad,No,,Hombre,4,4
MIGUEL DE CERVANTES SABEDRA,32,1,7,10,Lesión o incapacidad,No,,Hombre,8,9
LAGUNA DE MAYRAN,31,1,2,1,Clima,Sí,Estacionada,Hombre,5,4
AV EJERCITO NACIONAL,18,4,2,1,Lesión o incapacidad,Sí,Estacionada,Hombre,5,3
AV EJERCITO NACIONAL,29,2,1,2,Inseguridad,Sí,Estacionada,Hombre,8,5
AV EJERCITO NACIONAL,36,6,2,1,Clima,No,,Mujer,9,5
SCHILLER,30,2,1,2,No haya bici disponible,No,,Mujer,8,4
ANDRES BELLO,31,2,1,2,Recorrido muy largo,No,,Hombre,5,4
PARQUE LIRA,32,1,5,4,Ningún motivo,No,,Hombre,4,3
PARQUE LIRA,30,1,4,4,Fala mecánica de bici,No,,Hombre,5,3
AV. REVOLUCION,19,1,2,1,Clima,No,,Mujer,5,3
AV. REVOLUCION,49,2,1,2,No haya bici disponible,No,,Hombre,4,9
AV.  MORELOS,41,1,2,1,Inseguridad,No,,Hombre,4,4
FABIAN FLORES,28,1,4,4,Llevar prisa,Sí,En movimiento,Mujer,4,9
AV MIGUEL HIDALGO,22,1,3,3,Clima,No,,Hombre,8,2
RICARDO MOGUES LOPEZ,21,2,1,2,Llevar prisa,No,,Hombre,5,3
RICARDO MONGUEZ LOPEZ,44,4,4,4,Recorrido muy largo,No,,Hombre,5,4
LA TURBA,42,5,1,2,Clima,No,,Hombre,4,9
MONTES DE LA CORDILLERA,49,6,7,6,Lesión o incapacidad,No,,Hombre,4,2
AGRICULTURA,38,2,4,4,Fala mecánica de bici,Sí,Estacionada,Hombre,4,3
AGRICULTURA,47,1,2,8,Cambio de trabajo,Sí,Estacionada,Hombre,3,3
DR. JUAN PALOMO MARTINEZ,44,1,7,6,Clima,Sí,Estacionada,Hombre,4,9
DR. JUAN PALOMO MARTINEZ,24,7,1,6,Fala mecánica de bici,No,,Hombre,5,3
CAMINO REAL,17,3,1,2,Clima,No,,Hombre,4,9
CAMINO REAL,50,2,1,2,Ningún motivo,Sí,Estacionada,Hombre,4,1
DZITAS,17,7,1,6,Lesión o incapacidad,No,,Hombre,4,2
DZITAS,67,7,1,6,Llevar prisa,No,,Hombre,8,6
TENORIOS,31,2,2,8,Inseguridad,No,,Hombre,3,3
CALZADA TENORIOS,36,2,7,4,Fala mecánica de bici,No,,Hombre,4,3
CARRETERA FEDERAL MEXICO CUERNAVACA,56,1,2,1,Inseguridad,Sí,Estacionada,Hombre,3,9
AJUSCO PICHACHO,28,1,5,10,Lesión o incapacidad,No,,Hombre,5,2
CAMINO REAL SAN ANDRES,38,1,2,1,Lesión o incapacidad,Sí,Estacionada,Hombre,8,4
AV. MEXICO AJUSCO,46,2,1,2,Clima,No,,Hombre,4,3
AV. DE LAS TORRES,55,2,2,1,Cambio de trabajo,No,,Hombre,4,2
NEZAHUALPILLI / TENOCHTITLAN,28,3,1,2,Fala mecánica de bici,No,,Hombre,5,4
ERNESTO URUCHURTU,17,4,1,4,Fala mecánica de bici,No,,Hombre,5,9
ERNESTO P. URUCHURTU,31,5,5,10,Inseguridad,No,,Mujer,8,3
IGNACIO ZARAGOZA,39,1,2,1,Recorrido muy largo,No,,Hombre,4,3
GALINDO Y VILLA IZTACCIHUATL,26,2,1,2,Lesión o incapacidad,Sí,Estacionada,Hombre,4,3
AV TAHEL,36,3,1,2,Lesión o incapacidad,No,,Hombre,5,9
CECILIO ROBELO,69,1,4,4,Lesión o incapacidad,Sí,Estacionada,Hombre,8,4
CONGRESO DE LA UNION,54,1,4,4,Clima,Sí,Estacionada,Hombre,4,2
AV DEL TRABAJO,34,1,2,1,Lesión o incapacidad,Sí,En movimiento,Hombre,4,3
ANILLO PERIFERICO,33,2,1,2,Lesión o incapacidad,No,,Hombre,4,2
CONGRESO DE LA UNION,40,2,5,9,Fala mecánica de bici,No,,Hombre,4,4
CALZADA DE LA VIGA,63,2,1,2,Ningún motivo,No,,Hombre,5,3
PLAYA VILLA DEL MAR,22,1,2,1,Recorrido muy largo,Sí,En movimiento,Hombre,5,3
EMILIANO ZAPATA,33,7,2,1,Clima,No,,Hombre,3,3
CARDIOLOGOS,48,2,4,4,Inseguridad,No,,Hombre,5,3
AV TELECOMUNICACIONES,28,1,2,1,Lesión o incapacidad,No,,Hombre,4,4
AV. MICHOACAN,59,2,1,2,Ningún motivo,Sí,En movimiento,Hombre,4,3
ANILLO PERIFERICO,40,2,1,2,Lesión o incapacidad,No,,Hombre,4,4
AV GUELATAO,35,1,2,1,Lesión o incapacidad,Sí,En movimiento,Hombre,4,3
NAUTLA,48,1,5,5,Lesión o incapacidad,No,,Hombre,4,4
BENITO JUAREZ,37,1,2,1,Lesión o incapacidad,Sí,Estacionada,Hombre,5,4
EL VERGEL,61,1,7,9,Fala mecánica de bici,No,,Hombre,3,2
EL VERGEL,65,1,5,10,Lesión o incapacidad,No,,Hombre,3,2
NI?OS HEROES,29,1,3,3,Lesión o incapacidad,Sí,En movimiento,Mujer,5,3
NI?OS HEROES,25,1,4,4,Recorrido muy largo,No,,Mujer,5,3
ANILLO PERIFERICO,20,1,5,10,Lesión o incapacidad,Sí,Estacionada,Hombre,5,2
ANILLO PERIFERICO,52,2,1,2,Fala mecánica de bici,Sí,Estacionada,Hombre,8,4
ANILLO PERIFERICO,27,7,1,2,Lesión o incapacidad,Sí,Estacionada,Hombre,5,3
CANAL DEL RECODO,54,1,4,4,Fala mecánica de bici,No,,Mujer,3,2
CANAL DE RECODO,28,1,4,4,Fala mecánica de bici,No,,Hombre,4,9
ARENAL,46,2,7,8,Lesión o incapacidad,No,,Hombre,7,3
JOSEFA ORTIZ DE DOMINGUEZ,49,1,4,4,Fala mecánica de bici,Sí,Estacionada,Mujer,5,9
MOCTEZUMA,22,3,1,2,Lesión o incapacidad,No,,Hombre,6,3
MELCHOR OCAMPO,17,1,4,4,Fala mecánica de bici,No,,Hombre,4,9
AV CAMINO NATIVITAS,25,1,2,1,Cambio de trabajo,Sí,En movimiento,Hombre,5,4
AV 16 DE SEPTIEMBRE,24,1,2,1,No sé,No,,Hombre,5,2
CARRETERA A SAN PABLO,16,3,7,6,Clima,No,,Hombre,5,3
LIC. MARTINEZ DE CASTRO,51,1,4,4,No haya bici disponible,Sí,Estacionada,Hombre,5,2
CARRETERA A TOPILEJO,46,1,7,6,Ningún motivo,Sí,Estacionada,Hombre,4,3
16 DE SEPTIEMBRE,16,1,4,4,Lesión o incapacidad,Sí,Estacionada,Hombre,4,9
BENITO JUAREZ,15,3,1,2,Clima,Sí,En movimiento,Hombre,4,1
AV 506,43,2,1,2,Fala mecánica de bici,Sí,En movimiento,Hombre,8,5
AV 606,40,7,1,2,Lesión o incapacidad,Sí,Estacionada,Hombre,8,5
AV TALISMAN,31,5,1,2,Lesión o incapacidad,No,,Hombre,8,9
AV SUR 12,18,3,1,2,Lesión o incapacidad,No,,Hombre,5,9
AV SUR 12,33,2,1,2,Lesión o incapacidad,No,,Mujer,4,9
SUR 16,34,1,7,4,Llevar prisa,No,,Mujer,5,3
FRANCISCO DE ORIZABA,54,1,5,10,Recorrido muy largo,Sí,Estacionada,Hombre,3,2
AV 606,19,1,7,6,Fala mecánica de bici,No,,Hombre,5,9
AV 606,49,4,1,2,Recorrido muy largo,No,,Mujer,4,9
AV. CENTRAL,29,1,2,8,Falta de infraestructura,No,,Hombre,4,4
AV. JARDIN,40,2,7,8,Ningún motivo,Sí,Estacionada,Hombre,3,2
CALZADA CAMARONES,25,1,2,1,Ningún motivo,Sí,Estacionada,Hombre,5,3
CALZADA CAMARONES,30,7,1,2,Clima,Sí,Estacionada,Hombre,7,3
AV. CUITLAHUAC,22,7,3,3,Inseguridad,No,,Hombre,8,3
AV. CUITLAHUAC,28,1,2,1,Fala mecánica de bici,No,,Mujer,8,6
AV. CUITLAHUAC,22,1,4,8,Inseguridad,No,,Hombre,98,1
JERUSALEN,22,3,1,2,Lesión o incapacidad,No,,Mujer,5,1
RIO DE GUADALUPE,22,2,1,2,No sé,No,,Hombre,1,2
AV JALALPA,26,2,1,2,Ningún motivo,No,,Hombre,5,3
AV. DE LAS CULTURAS,23,1,2,1,Fala mecánica de bici,No,,Hombre,8,4
CALZADA ERMITA IZTAPALAPA,44,3,1,2,Lesión o incapacidad,Sí,Estacionada,Hombre,8,6
CALZADA ERMITA IZTAPALAPA,32,1,3,3,Lesión o incapacidad,Sí,Estacionada,Hombre,8,6
PONIENTE 128,40,2,1,7,Lesión o incapacidad,Sí,Estacionada,Hombre,5,2
PONIENTE 128,48,2,1,2,Lesión o incapacidad,Sí,Estacionada,Hombre,5,2
PONIENTE 128,35,1,5,10,Clima,No,,Mujer,4,2
ISABEL LA CATOLICA,28,1,2,1,Ningún motivo,No,,Hombre,5,2
AV UNIVERSIDAD,22,1,2,1,Lesión o incapacidad,Sí,Estacionada,Mujer,5,4
CAMINO A NEXTENGO,53,4,1,2,Ningún motivo,Sí,Estacionada,Hombre,4,2
REAL DE SAN MARTIN,18,3,1,2,Clima,Sí,Estacionada,Mujer,8,4
EL ROSARIO,62,2,1,2,Llevar prisa,No,,Hombre,4,3
CAMINO A NEXTENGO,17,1,4,4,Inseguridad,No,,Hombre,4,9
SAN FRNACISCO,60,1,7,4,Recorrido muy largo,No,,Hombre,8,4
CAMINO VIEJO A MIXCOAC,27,5,3,3,Ningún motivo,No,,Hombre,8,6
SAN JERONIMO,22,1,7,9,Llevar prisa,Sí,Estacionada,Hombre,5,2
JUVENTINO ROSAS,30,1,2,1,Lesión o incapacidad,No,,Mujer,5,9
INDEPENDENCIA,38,7,2,8,Fala mecánica de bici,Sí,Estacionada,Hombre,5,4
INDEPENDENCIA,70,2,7,8,Lesión o incapacidad,No,,Hombre,4,2
AV DR JESÚS MARÍA VERTIZ,53,2,6,8,Fala mecánica de bici,No,,Hombre,4,9
CALZADA SAN JUAN DE ARAGON,48,1,2,1,Lesión o incapacidad,No,,Mujer,8,4
CALZADA SAN JUAN DE ARAGON,80,1,7,6,Recorrido muy largo,No,,Hombre,3,2
EDUARDO MOLINA,35,1,7,9,Ningún motivo,No,,Hombre,5,3
JOSE LORETO FABELA,19,1,2,1,Fala mecánica de bici,No,,Hombre,5,2
JOSE LORETO FABELA,57,4,2,1,Lesión o incapacidad,No,,Hombre,5,9
EDUARDO MOLINA,50,1,2,1,Ningún motivo,Sí,Estacionada,Hombre,5,6
SANTIAGO ATEPETLAC,49,5,1,2,Fala mecánica de bici,No,,Mujer,5,3
JAIME NUNO,53,7,1,2,Lesión o incapacidad,No,,Hombre,4,4
LEON DE LOS ALDAMA,38,1,3,3,Lesión o incapacidad,Sí,Estacionada,Hombre,5,2
EDUARDO MOLINA,30,1,7,9,Clima,No,,Hombre,5,2
EDUARDO MOLINA,58,1,2,1,Clima,No,,Hombre,5,2
LAZARO CARDENAS,24,1,2,1,Fala mecánica de bici,Sí,Estacionada,Mujer,4,2
LAZARO CARDENAS,57,4,1,2,Fala mecánica de bici,Sí,En movimiento,Hombre,5,2
ACUEDUCTO DE GUADALUPE,38,1,7,6,Lesión o incapacidad,No,,Hombre,8,4
FERNANDO AMILPA,86,3,1,3,Lesión o incapacidad,Sí,En movimiento,Hombre,3,2
FERNANDO AMILPA,50,1,2,8,Lesión o incapacidad,Sí,Estacionada,Mujer,5,2
DR. IGNACIO MORONES PRIETO,36,1,2,1,Inseguridad,No,,Hombre,5,3
REFORMA,33,1,2,1,Clima,No,,Hombre,9,6
MIGUEL LERDO DE TEJADA,30,7,1,2,Falta de infraestructura,No,,Hombre,8,3
BAJA CALIFORNIA,35,1,7,4,Inseguridad,No,,Mujer,5,3
MIGUEL LERDO DE TEJADA,48,1,5,10,Ningún motivo,No,,Hombre,5,4
REFORMA,35,2,1,10,Clima,Sí,Estacionada,Hombre,4,4
REFORMA,31,2,1,1,Ningún motivo,No,,Hombre,8,6
REFORMA,22,3,1,2,Fala mecánica de bici,No,,Hombre,8,9
REFORMA,23,2,2,8,Ningún motivo,No,,Hombre,4,3
REFORMA,44,1,2,1,Ningún motivo,No,,Hombre,5,5
LA TURBA,15,1,7,6,Lesión o incapacidad,No,,Hombre,5,9
LA TURBA,25,7,1,2,Llevar prisa,No,,Mujer,4,5
FRANCISCO JIMENEZ,64,7,1,2,Fala mecánica de bici,No,,Hombre,3,2
FRANCISCO JIMENEZ,57,1,2,1,Cambio de trabajo,Sí,Estacionada,Hombre,3,1
MAR DE LLUVIAS,29,2,1,2,Recorrido muy largo,No,,Hombre,7,4
MAR DE LLUVIAS,35,2,1,2,Lesión o incapacidad,No,,Hombre,5,4
AV CUITLAHUAC,38,2,1,2,Fala mecánica de bici,No,,Hombre,5,4
DR. JUAN PALOMO MARTINEZ,26,1,2,1,Clima,No,,Hombre,8,9
CAMINO REAL,56,2,1,2,Ningún motivo,No,,Hombre,4,9
JOSE LOPEZ PORTILLO,20,3,1,2,Ningún motivo,No,,Hombre,8,2
DZITAS,15,1,4,4,Fala mecánica de bici,No,,Hombre,4,9
DZITAS,65,1,4,6,Lesión o incapacidad,No,,Hombre,3,3
AV. FUENTES BROTANTES,31,1,5,10,Lesión o incapacidad,No,,Mujer,8,4
AV. RANATO LEDUE,55,1,4,4,Fala mecánica de bici,Sí,Estacionada,Hombre,3,9
ARENAL,18,3,1,2,Fala mecánica de bici,Sí,Estacionada,Hombre,5,9
ARENAL,34,1,7,9,Ningún motivo,No,,Hombre,8,6
16 DE SEPTIEMBRE,28,4,1,2,Lesión o incapacidad,Sí,Estacionada,Hombre,5,3
CARRETERA MEX- CUERNAVACA,23,1,4,4,Ningún motivo,No,,Hombre,5,4
CARRETERA MEX- CUERNAVACA,38,2,6,7,Fala mecánica de bici,No,,Hombre,4,2
ANTIGUO CAMINO A TOPILEJO,16,1,4,4,Fala mecánica de bici,Sí,En movimiento,Hombre,4,9
MANZANO,40,1,5,10,Ningún motivo,No,,Hombre,5,3
MANZANO,33,1,5,10,Lesión o incapacidad,Sí,Estacionada,Hombre,5,4
AJUSCO PICACHO,22,1,3,10,Fala mecánica de bici,No,,Hombre,7,4
AV DEL TALLER,50,1,2,1,Recorrido muy largo,Sí,Estacionada,Hombre,4,2
HERNESTO P URUCHURTU,28,2,3,3,Fala mecánica de bici,Sí,En movimiento,Hombre,4,3
ERNESTO P URUCHURTU,14,1,3,3,Lesión o incapacidad,Sí,Estacionada,Mujer,5,4
GALINDO Y VILLA IZTACCIHUATL,42,2,1,2,Fala mecánica de bici,Sí,Estacionada,Hombre,5,3
CONGRESO DE LA UNION,28,2,5,8,Cambio de trabajo,No,,Hombre,4,4
ANILLO PERIFERICO,39,2,3,2,Inseguridad,No,,Hombre,8,4
CARRILLO PUERTO MARINA NACIONAL,33,2,4,9,Lesión o incapacidad,No,,Hombre,8,9
CALZADA LEGARIA,19,2,4,8,Clima,No,,Hombre,5,3
CARRILO PUERTO,31,3,1,2,Fala mecánica de bici,No,,Hombre,5,9
FABIAN FLORES,22,1,5,10,Recorrido muy largo,Sí,Estacionada,Hombre,4,9
VA MIGUEL HIDALGO,17,4,1,2,Lesión o incapacidad,No,,Mujer,5,2
REFORMA,27,2,7,6,Cambio de trabajo,No,,Hombre,8,4
AV. VILLA FRANQUEZA,46,4,1,2,Fala mecánica de bici,Sí,Estacionada,Mujer,4,2
AV. VILLA FRANQUEZA,54,1,5,10,No haya bici disponible,Sí,En movimiento,Hombre,4,2
AV. VILLA FRANQUEZA,57,1,2,1,Lesión o incapacidad,Sí,Estacionada,Hombre,4,2
AV. VILLA FRANQUEZA,50,2,1,2,Recorrido muy largo,No,,Hombre,4,1
AV DEL ARBOL,22,1,4,4,Recorrido muy largo,No,,Mujer,4,9
AVENIDA PALMAS,43,1,2,1,Lesión o incapacidad,No,,Hombre,4,2
RICARDO MONGUES LOPEZ,47,1,2,1,Lesión o incapacidad,Sí,Estacionada,Mujer,4,3
ANILLO PERIFERICO,42,1,7,4,Llevar prisa,No,,Hombre,5,6
JOSEFA ORTIZ DE DOMINGUEZ,30,6,2,1,Ningún motivo,No,,Hombre,4,3
AV. NUEVO LEON,19,1,3,3,Recorrido muy largo,No,,Hombre,8,9
SAN PEDRO ACTOPAN,34,1,2,1,Llevar prisa,Sí,En movimiento,Hombre,5,2
SAN PEDRO ACTOPAN,31,1,2,1,Lesión o incapacidad,Sí,Estacionada,Hombre,4,3
MELCHOR OCAMPO,25,1,4,4,Inseguridad,Sí,Estacionada,Hombre,4,3
16 DE SEPTIEMBRE,20,3,1,2,Clima,No,,Mujer,7,3
AV CAMINO NATIVITAS,14,1,5,2,Ningún motivo,No,,Mujer,4,9
AV CAMINO NATIVITAS,32,1,4,4,Clima,No,,Mujer,5,2
AV 16 DE SEPTIEMBRE,17,1,3,7,Inseguridad,No,,Hombre,5,2
CARRETERA A SAN PABLO,46,1,2,1,Clima,Sí,Estacionada,Hombre,4,4
16 DE SEPTIEMBRE,37,6,2,1,Lesión o incapacidad,No,,Hombre,4,3
MIGUEL DE CERVANTES ABEDRA,40,2,2,8,Fala mecánica de bici,Sí,En movimiento,Hombre,4,2
AV EJERCITO NACIONAÐ,23,2,2,8,Lesión o incapacidad,Sí,En movimiento,Hombre,5,4
AV EJERCITO NACIONAL,27,2,1,2,Ningún motivo,No,,Mujer,8,4
AV. FRANCISCO TLALTENCO,27,1,2,1,Lesión o incapacidad,Sí,En movimiento,Hombre,3,2
AV. FRANCISCO TLALTENCO,23,2,4,4,Clima,Sí,Estacionada,Hombre,3,3
AV. FRANCISCO TLALTENCO,43,2,4,4,Lesión o incapacidad,No,,Hombre,4,2
AV. FRANCISCO TLALTENCO,47,1,5,10,Lesión o incapacidad,No,,Mujer,4,2
AV DR ALFONSO CASO ANDRADE,50,2,1,2,Lesión o incapacidad,No,,Mujer,7,3
FEBO,55,4,4,4,Lesión o incapacidad,No,,Mujer,5,4
FEBO,30,4,4,8,Lesión o incapacidad,No,,Hombre,5,4
FEBO,29,2,5,8,Ningún motivo,Sí,Estacionada,Hombre,4,3
SANTA ANA,31,4,7,8,Cambio de trabajo,Sí,Estacionada,Hombre,5,5
CALZADA TAXQUEÑA,27,1,2,1,Clima,No,,Hombre,3,3
MANUEL SAENZ,27,2,1,2,Lesión o incapacidad,No,,Hombre,4,9
CALZADA TAXQUEÑA,22,2,1,2,Ningún motivo,Sí,Estacionada,Hombre,5,3
BUCARELI,17,2,2,1,Lesión o incapacidad,No,,Mujer,5,3
20 DE NOVIEMBRE,35,2,1,2,Lesión o incapacidad,Sí,Estacionada,Hombre,4,3
MOSQUETA,56,1,4,4,Fala mecánica de bici,No,,Hombre,4,2
AV. PEDRO ENRIQUE UREÑA,42,2,1,2,Llevar prisa,No,,Hombre,4,3
ANTONIO DELFEN MADRIGAL,57,1,2,1,Ningún motivo,No,,Hombre,3,3
AV. PEDRO ENRIQUE UREÑA,45,1,2,1,Lesión o incapacidad,No,,Hombre,4,3
AV. DEL IMAN,33,1,2,1,Ningún motivo,No,,Hombre,3,4
AV. PEDRO ENRIQUE UREÑA,24,2,1,2,Lesión o incapacidad,Sí,Estacionada,Hombre,4,3
AV. DEL IMAN,25,1,3,3,Lesión o incapacidad,No,,Mujer,8,4
DIVISION DEL NORTE,58,1,2,1,Lesión o incapacidad,No,,Hombre,4,2
SAN GUILLERMO,52,2,1,2,Inseguridad,No,,Hombre,4,9
SAN GUILLERMO,21,1,3,3,Recorrido muy largo,No,,Mujer,8,2
AV. INSURGENTES SUR,28,3,1,2,Lesión o incapacidad,No,,Hombre,8,4
AV. INSURGENTES SUR,25,2,1,2,Lesión o incapacidad,No,,Hombre,4,9
JOSE SOTERO CASTAÑEDA,19,3,1,2,Lesión o incapacidad,Sí,Estacionada,Hombre,8,5
MOSQUETA,25,1,2,1,Lesión o incapacidad,Sí,Estacionada,Hombre,4,3
LERDO,46,7,2,8,Inseguridad,No,,Hombre,4,3
CALCADA DE LAS BOMBAS,45,1,2,1,Cambio de trabajo,No,,Hombre,3,3
MANUEL SAENZ,40,2,1,2,Lesión o incapacidad,No,,Hombre,3,9
MANUEL SAENZ,21,1,4,7,Lesión o incapacidad,No,,Mujer,4,9
AV RICARDO FLORES MAGON,41,1,2,1,Lesión o incapacidad,No,,Hombre,6,3
JUVENTINO ROSAS,16,1,2,8,Fala mecánica de bici,No,,Hombre,4,2
AV RICARDO FLORES MAGON,41,3,1,2,Clima,No,,Hombre,5,4
JUVENTINO ROSAS,49,1,2,1,Lesión o incapacidad,Sí,Estacionada,Hombre,5,3
AV RICARDO FLORES MAGON,62,1,6,7,Fala mecánica de bici,Sí,Estacionada,Hombre,4,3
LERDO,64,2,1,2,Lesión o incapacidad,Sí,Estacionada,Hombre,3,9
LERDO,17,1,3,3,Fala mecánica de bici,No,,Hombre,8,9
JUVENTINO ROSAS,17,7,2,8,Lesión o incapacidad,No,,Hombre,5,3
REFORMA,26,6,2,1,Ningún motivo,Sí,Estacionada,Hombre,8,4
CALZADA DE LA VIGA,63,1,7,5,Falta de infraestructura,No,,Hombre,4,2
AV JUAN ALVAREZ,36,1,7,6,Fala mecánica de bici,No,,Hombre,8,4
CALZADA DE LA VIGA,36,1,2,1,Cambio de trabajo,No,,Hombre,4,3
AV JUAN ALVAREZ,50,1,2,1,No haya bici disponible,No,,Mujer,5,3
PLAYA VILLA DEL MAR,12,1,1,2,Clima,No,,Hombre,3,9
PLAYA VILLA DEL MAR,48,1,1,2,Ningún motivo,No,,Hombre,4,9
ORIENTE 106,23,1,3,5,Ningún motivo,No,,Hombre,5,3
VIADUCTO RIO DE LA PIEDAD,30,2,1,2,Llevar prisa,Sí,En movimiento,Hombre,5,3
ARNESES,21,2,2,8,Fala mecánica de bici,No,,Hombre,4,2
CAMINO ANTIGUA CULHUACAN,58,1,4,4,Lesión o incapacidad,Sí,Estacionada,Hombre,3,3
ARNESES,42,2,1,2,Fala mecánica de bici,No,,Hombre,8,5
FRANCISCO VILLA,61,1,4,4,Lesión o incapacidad,Sí,Estacionada,Hombre,3,2
EMILIANO ZAPATA,45,2,1,2,Fala mecánica de bici,No,,Hombre,4,3
ERMITA IZTAPALAPA,35,2,1,2,Ningún motivo,Sí,Estacionada,Hombre,4,3
ERMITA IZTAPALAPA,18,1,4,4,Ningún motivo,No,,Hombre,5,1
ANILLO PERIFERICO,38,1,2,1,Clima,No,,Hombre,5,4
ANILLO PERIFERICO,39,2,1,2,Ningún motivo,No,,Hombre,4,9
AV GALVAN,27,3,1,2,Recorrido muy largo,No,,Hombre,5,4
AV. JALISCO,14,1,4,4,Ningún motivo,No,,Hombre,3,9
CANAL DE SAN JUAN,25,1,4,4,Ningún motivo,Sí,Estacionada,Hombre,8,4
FRANCISCO MORAZAN,36,1,5,5,Fala mecánica de bici,No,,Hombre,4,2
CANAL DE SAN JUAN,29,1,2,1,No haya bici disponible,Sí,En movimiento,Hombre,5,3
CANAL DE SAN JUAN,50,7,4,4,Lesión o incapacidad,Sí,No sabe,Hombre,3,9
AV. JALISCO,19,3,1,2,Lesión o incapacidad,No,,Hombre,5,2
SANTA CRUZ MEYEHUALCO,19,3,1,2,Recorrido muy largo,No,,Mujer,5,3
EL VERGEL,14,7,1,6,Ningún motivo,No,,Hombre,4,9
AV BENITO JUAREZ,17,1,3,3,Lesión o incapacidad,No,,Hombre,5,2
AV 606,62,1,7,6,Fala mecánica de bici,No,,Hombre,8,9
AV 606,48,1,7,6,Lesión o incapacidad,No,,Hombre,8,9
AV TALISMAN,19,4,1,4,Lesión o incapacidad,No,,Mujer,5,9
AV BENITO JUAREZ,27,1,5,10,Fala mecánica de bici,Sí,Estacionada,Hombre,5,9
AV BENITO JUAREZ,43,1,7,10,Clima,No,,Mujer,5,3
NI?OS HEROES,26,1,2,1,Lesión o incapacidad,Sí,Estacionada,Hombre,4,3
NI?OS HEROES,36,1,2,8,Ningún motivo,No,,Hombre,4,3
CALZADA IGNACIO ZARAGOZA,40,1,4,4,Falta de infraestructura,Sí,Estacionada,Hombre,5,4
AVILA CAMACHO,43,2,1,2,Lesión o incapacidad,No,,Mujer,4,4
FEBO,20,7,1,2,Clima,No,,Hombre,5,2
AV. DEL IMAN,30,2,1,2,Recorrido muy largo,No,,Hombre,3,4
AV. DEL IMAN,33,1,3,1,Cambio de trabajo,No,,Hombre,9,6
DIVISION DEL NORTE,20,2,1,2,Lesión o incapacidad,No,,Hombre,5,3
SAN GUILLERMO,25,1,2,1,No haya bici disponible,No,,Hombre,9,5
AV. INSURGENTES SUR,36,1,2,1,Lesión o incapacidad,No,,Hombre,4,9
SAN GUILLERMO,30,1,4,4,Falta de infraestructura,No,,Hombre,8,3
